epoch	loss	v_loss	|	v_mae	v_sa	v_pr25	v_n/a	|	t_mae	t_sa	t_pr25	t_n/a
117	1.0478	3.6156	|	1.4309	27.7322	23.7705	0.0000	|	2.1968	-10.3655	19.2000	0.0000	|  Best result at epoch 106
118	1.3651	3.8197	|	1.4483	26.8555	21.3115	0.0000	|	2.3858	-19.8593	18.4000	0.0000	|  Best result at epoch 106
119	1.4402	3.0191	|	1.3098	33.8505	36.0656	0.0000	|	2.0482	-2.9000	21.6000	0.0000	|  Best result at epoch 106
120	1.1580	3.8403	|	1.4406	27.2438	22.9508	0.0000	|	2.4310	-22.1295	22.4000	0.0000	|  Best result at epoch 106
121	1.1602	3.2227	|	1.3567	31.4812	33.6066	0.0000	|	2.0296	-1.9639	32.8000	0.0000	|  Best result at epoch 106
122	1.3975	3.0424	|	1.3030	34.1908	36.8852	0.0000	|	2.0917	-5.0831	20.8000	0.0000	|  Best result at epoch 106
123	0.9074	3.1849	|	1.3452	32.0615	31.9672	0.0000	|	2.0909	-5.0421	20.0000	0.0000	|  Best result at epoch 106
124	1.0921	3.3210	|	1.3702	30.8002	32.7869	0.0000	|	2.0996	-5.4797	28.0000	0.0000	|  Best result at epoch 106
125	1.3351	3.8059	|	1.4702	25.7504	33.6066	0.0000	|	2.1638	-8.7050	32.0000	0.0000	|  Best result at epoch 106
126	1.1862	3.2863	|	1.3733	30.6440	28.6885	0.0000	|	2.1439	-7.7088	20.0000	0.0000	|  Best result at epoch 106
127	1.0134	3.5299	|	1.3605	31.2870	31.9672	0.0000	|	2.2500	-13.0379	17.6000	0.0000	|  Best result at epoch 106
128	0.9882	3.8753	|	1.4859	24.9569	19.6721	0.0000	|	2.3815	-19.6458	19.2000	0.0000	|  Best result at epoch 106
129	1.5498	3.4901	|	1.3662	30.9996	27.8689	0.0000	|	2.2788	-14.4832	18.4000	0.0000	|  Best result at epoch 106
130	1.1858	3.3733	|	1.3788	30.3645	30.3279	0.0000	|	2.0914	-5.0719	20.0000	0.0000	|  Best result at epoch 106
131	1.0276	3.1414	|	1.3561	31.5109	30.3279	0.0000	|	2.0511	-3.0438	20.8000	0.0000	|  Best result at epoch 106
132	1.1459	3.2105	|	1.3462	32.0126	27.8689	0.0000	|	2.1207	-6.5410	20.8000	0.0000	|  Best result at epoch 106
133	1.4243	3.1638	|	1.3006	34.3139	33.6066	0.0000	|	2.1870	-9.8723	17.6000	0.0000	|  Best result at epoch 106
134	1.1784	3.0704	|	1.3086	33.9103	31.9672	0.0000	|	2.0758	-4.2853	21.6000	0.0000	|  Best result at epoch 106
135	0.9538	2.9531	|	1.2995	34.3687	32.7869	0.0000	|	1.9936	-0.1544	27.2000	0.0000	|  Best result at epoch 106
136	1.1407	3.4718	|	1.3819	30.2081	25.4098	0.0000	|	2.2256	-11.8130	20.8000	0.0000	|  Best result at epoch 106
137	1.2317	3.0547	|	1.2873	34.9846	31.1475	0.0000	|	2.0797	-4.4824	19.2000	0.0000	|  Best result at epoch 106
138	1.1104	3.5628	|	1.3614	31.2425	30.3279	0.0000	|	2.2145	-11.2533	19.2000	0.0000	|  Best result at epoch 106
139	1.2032	3.6266	|	1.3967	29.4628	27.8689	0.0000	|	2.3170	-16.4047	17.6000	0.0000	|  Best result at epoch 106
140	0.9534	2.9890	|	1.3267	32.9975	26.2295	0.0000	|	2.0153	-1.2484	27.2000	0.0000	|  Best result at epoch 106
141	1.0541	3.1650	|	1.3224	33.2105	27.0492	0.0000	|	2.1288	-6.9497	25.6000	0.0000	|  Best result at epoch 106
142	1.1227	3.3853	|	1.3276	32.9522	28.6885	0.0000	|	2.2702	-14.0542	16.8000	0.0000	|  Best result at epoch 106
143	1.1946	3.4472	|	1.3451	32.0646	29.5082	0.0000	|	2.2628	-13.6781	20.0000	0.0000	|  Best result at epoch 106
144	1.0050	2.9662	|	1.2643	36.1472	34.4262	0.0000	|	2.0497	-2.9756	28.8000	0.0000	|  Best result at epoch 106
145	0.8417	3.1726	|	1.2825	35.2294	36.0656	0.0000	|	2.1847	-9.7564	20.8000	0.0000	|  Best result at epoch 106
146	1.0912	2.9160	|	1.3181	33.4309	34.4262	0.0000	|	1.9426	2.4066	32.8000	0.0000	|  Best result at epoch 106
147	0.9769	2.7431	|	1.2177	38.5018	40.1639	0.0000	|	2.0261	-1.7909	28.0000	0.0000	|  Best result at epoch 106
148	1.0943	3.2737	|	1.3359	32.5321	34.4262	0.0000	|	2.1119	-6.0995	27.2000	0.0000	|  Best result at epoch 106
149	0.9903	3.4264	|	1.3427	32.1888	27.8689	0.0000	|	2.2948	-15.2901	12.8000	0.0000	|  Best result at epoch 106
150	0.9666	2.8627	|	1.2370	37.5272	33.6066	0.0000	|	2.0480	-2.8913	26.4000	0.0000	|  Best result at epoch 106
151	0.9240	2.9139	|	1.2610	36.3140	31.1475	0.0000	|	2.1099	-6.0008	24.8000	0.0000	|  Best result at epoch 106
152	0.9496	2.6279	|	1.2093	38.9231	38.5246	0.0000	|	2.0446	-2.7179	28.0000	0.0000	|  Best result at epoch 152
153	0.9108	3.5640	|	1.3774	30.4342	31.1475	0.0000	|	2.1247	-6.7418	26.4000	0.0000	|  Best result at epoch 152
154	1.3822	3.0900	|	1.3060	34.0412	32.7869	0.0000	|	2.0810	-4.5477	23.2000	0.0000	|  Best result at epoch 152
155	0.9549	3.0076	|	1.2962	34.5359	35.2459	0.0000	|	1.9843	0.3126	32.0000	0.0000	|  Best result at epoch 152
156	1.0565	3.2435	|	1.3628	31.1734	36.0656	0.0000	|	1.9990	-0.4266	32.8000	0.0000	|  Best result at epoch 152
157	1.0679	3.2756	|	1.3066	34.0088	37.7049	0.0000	|	2.0935	-5.1768	22.4000	0.0000	|  Best result at epoch 152
158	0.8585	3.1816	|	1.3132	33.6786	36.8852	0.0000	|	2.1139	-6.1996	22.4000	0.0000	|  Best result at epoch 152
159	0.7462	2.8216	|	1.2603	36.3508	37.7049	0.0000	|	2.0854	-4.7688	24.8000	0.0000	|  Best result at epoch 152
160	0.8415	3.0290	|	1.3145	33.6128	31.9672	0.0000	|	2.0887	-4.9327	25.6000	0.0000	|  Best result at epoch 152
161	1.1232	3.0005	|	1.2703	35.8466	35.2459	0.0000	|	2.1558	-8.3027	24.0000	0.0000	|  Best result at epoch 152
162	0.9310	3.0283	|	1.2938	34.6597	34.4262	0.0000	|	2.0927	-5.1343	26.4000	0.0000	|  Best result at epoch 152
163	0.9014	3.5928	|	1.3812	30.2457	35.2459	0.0000	|	2.2080	-10.9282	31.2000	0.0000	|  Best result at epoch 152
164	1.1380	3.3548	|	1.3451	32.0646	28.6885	0.0000	|	2.3181	-16.4563	21.6000	0.0000	|  Best result at epoch 152
165	0.8637	3.1631	|	1.3328	32.6872	36.0656	0.0000	|	2.1001	-5.5063	24.8000	0.0000	|  Best result at epoch 152
